quipper_code,rencanamu_code,banpt_code,pddikti_code,faculty,prodi,prodi_normalized,edu_level,accreditation,institution_code
-,-,banpt-1827,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK,266
-,-,banpt-2068,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK,1226
-,-,banpt-2068,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK,1226
-,-,banpt-2068,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK,1226
-,-,banpt-2068,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK,1226
quipper-635,rencanamu-17,banpt-1918,-,FAKULTAS EKONOMI,AKUNTANSI,AKUNTANSI,S1,B,422
quipper-635,rencanamu-17,banpt-1918,-,FAKULTAS KOMUNIKASI,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B,422
quipper-635,rencanamu-17,banpt-1918,-,FAKULTAS EKONOMI,MANAJEMEN,MANAJEMEN,S1,B,422
-,rencanamu-17,-,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,C,422
quipper-635,rencanamu-17,banpt-1918,-,FAKULTAS KOMPUTER,SISTEM INFORMASI,SISTEM INFORMASI,S1,C,422
-,rencanamu-17,banpt-1918,-,-,SISTEM KOMPUTER,SISTEM KOMPUTER,S1,C,422
-,-,banpt-2320,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK,963
-,-,banpt-2320,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK,963
-,-,banpt-763,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI,277
-,-,banpt-763,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,277
-,-,banpt-763,-,-,PARIWISATA,PARIWISATA,S1,BAIK,277
-,-,banpt-1011,-,-,PENDIDIKAN EKONOMI,EKONOMI,S1,BAIK,193
-,-,banpt-1011,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK,193
-,-,banpt-1011,-,-,ILMU HUKUM,HUKUM,S1,B,193
-,-,banpt-1011,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK,193
-,-,banpt-1011,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,BAIK,193
-,-,banpt-2310,-,-,ARSITEKTUR,ARSITEKTUR,S1,TERAKREDITASI SEMENTARA,492
-,-,banpt-2310,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK SEKALI,492
-,-,banpt-2310,-,-,DESAIN INTERIOR,DESAIN INTERIOR,S1,UNGGUL,492
-,-,banpt-2310,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,BAIK SEKALI,492
-,-,banpt-2310,-,-,MANAJEMEN RITEL,MANAJEMEN RITEL,S1,BAIK,492
-,-,banpt-1130,-,-,ADMINISTRASI BISNIS,ADMINISTRASI BISNIS,S1,BAIK,462
-,-,banpt-1130,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK,462
-,-,banpt-1130,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK,462
-,-,banpt-1130,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK,462
-,-,banpt-2404,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,BAIK,1066
-,-,banpt-2404,-,-,ILMU FILSAFAT,FILSAFAT,S1,B,1066
-,-,banpt-2404,-,-,KEWIRAUSAHAAN,KEWIRAUSAHAAN,S1,BAIK,1066
-,-,banpt-2404,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK,1066
quipper-89,-,banpt-525,-,TEKNOLOGI DAN MANAJEMEN KESEHATAN,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK,226
-,-,banpt-525,-,-,BIOLOGI,BIOLOGI,S1,B,226
quipper-89,-,banpt-525,-,FARMASI,FARMASI,FARMASI,S1,BAIK SEKALI,226
quipper-89,-,banpt-525,-,KESEHATAN,FISIOTERAPI,FISIOTERAPI,S1,BAIK,226
quipper-89,-,banpt-525,-,KESEHATAN,GIZI,GIZI,S1,BAIK SEKALI,226
quipper-89,-,-,-,TEKNOLOGI DAN MANAJEMEN KESEHATAN,TEKNOLOGI LABORATORIUM MEDIS,INFORMATIKA MEDIS,S1,-,226
quipper-89,-,banpt-525,-,KESEHATAN,KEBIDANAN,KEBIDANAN,S1,BAIK,226
quipper-89,-,banpt-525,-,KEDOKTERAN GIGI,TEKNIK GIGI,KEDOKTERAN GIGI,S1,BAIK SEKALI,226
quipper-89,-,banpt-525,-,KESEHATAN,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,226
quipper-89,-,banpt-525,-,TEKNOLOGI DAN MANAJEMEN KESEHATAN,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,UNGGUL,226
-,-,banpt-525,-,-,KIMIA,KIMIA,S1,B,226
quipper-89,-,banpt-525,-,KESEHATAN,PSIKOLOGI,PSIKOLOGI,S1,BAIK,226
quipper-89,-,-,-,TEKNOLOGI DAN MANAJEMEN KESEHATAN,REKAM MEDIS DAN INFORMASI KESEHATAN,REKAM MEDIS INFORMASI KESEHATAN,S1,-,226
-,-,banpt-1735,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI,790
-,-,banpt-1735,-,-,ILMU HUKUM,HUKUM,S1,B,790
-,-,banpt-1735,-,-,KRIMINOLOGI,KRIMINOLOGI,S1,TERAKREDITASI SEMENTARA,790
-,-,banpt-1735,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI,790
quipper-383,-,-,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU ADMINISTRASI,ADMINISTRASI,S1,-,371
-,rencanamu-18,banpt-1496,-,-,ADMINISTRASI BISNIS,ADMINISTRASI BISNIS,S1,C,371
quipper-383,rencanamu-18,banpt-1496,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,HUBUNGAN INTERNASIONAL,HUBUNGAN INTERNASIONAL,S1,A,371
quipper-383,rencanamu-18,banpt-1496,-,FAKULTAS ILMU KOMUNIKASI,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B,371
quipper-383,rencanamu-18,banpt-1496,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,KESEJAHTERAAN SOSIAL,KESEJAHTERAAN SOSIAL,S1,B,371
quipper-383,rencanamu-18,banpt-1496,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU POLITIK,POLITIK,S1,B,371
quipper-383,-,-,-,FAKULTAS ILMU KOMUNIKASI,SOSIOLOGI,SOSIOLOGI,S1,-,371
-,-,banpt-3229,-,-,ADMINISTRASI BISNIS,ADMINISTRASI BISNIS,S1,A,597
-,-,banpt-3229,-,-,ADMINISTRASI PUBLIK,ADMINISTRASI PUBLIK,S1,A,597
-,-,banpt-3229,-,-,MANAJEMEN KOMUNIKASI,ILMU KOMUNIKASI,S1,B,597
-,-,banpt-3229,-,-,MANAJEMEN LOGISTIK,LOGISTIK,S1,BAIK SEKALI,597
-,-,banpt-3229,-,-,HOSPITALITI DAN PARIWISATA,PERHOTELAN PARIWISATA,S1,B,597
quipper-347,rencanamu-19,banpt-1321,-,FAKULTAS BISNIS DAN EKONOMI,AKUNTANSI,AKUNTANSI,S1,B,626
-,-,banpt-1321,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK SEKALI,626
-,-,banpt-1321,-,-,DESAIN INTERIOR,DESAIN INTERIOR,S1,BAIK,626
-,-,banpt-1321,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,BAIK,626
-,-,banpt-1321,-,-,HUKUM BISNIS,HUKUM,S1,BAIK,626
quipper-347,rencanamu-19,banpt-1321,-,FAKULTAS ILMU KOMPUTER,TEKNIK INFORMATIKA,INFORMATIKA,S1,B,626
quipper-347,rencanamu-19,-,-,FAKULTAS ILMU KOMPUTER,ILMU KOMPUTER,KOMPUTER,S1,B,626
quipper-347,rencanamu-19,banpt-1321,-,FAKULTAS BISNIS DAN EKONOMI,MANAJEMEN,MANAJEMEN,S1,B,626
-,rencanamu-19,-,-,-,MANAJEMEN INFORMATIKA,MANAJEMEN INFORMATIKA,S1,C,626
-,-,banpt-1321,-,-,PARIWISATA,PARIWISATA,S1,BAIK,626
-,-,banpt-1321,-,-,SAINS DATA,SAINS DATA,S1,BAIK,626
quipper-347,rencanamu-19,banpt-1321,-,FAKULTAS ILMU KOMPUTER,SISTEM INFORMASI,SISTEM INFORMASI,S1,C,626
-,rencanamu-19,banpt-1321,-,-,SISTEM KOMPUTER,SISTEM KOMPUTER,S1,C,626
-,-,banpt-1321,-,-,PENDIDIKAN TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK,626
-,-,banpt-3976,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,B,321
-,-,banpt-3976,-,-,DESAIN PRODUK,DESAIN PRODUK,S1,TIDAK TERAKREDITASI,321
-,-,banpt-3976,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI,321
-,-,banpt-3976,-,-,TEKNIK KOMPUTER,KOMPUTER,S1,BAIK,321
-,-,banpt-3976,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK SEKALI,321
-,-,banpt-708,-,-,ADMINISTRASI BISNIS,ADMINISTRASI BISNIS,S1,UNGGUL,67
-,-,banpt-708,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK,67
-,-,banpt-708,-,-,KEWIRAUSAHAAN,KEWIRAUSAHAAN,S1,BAIK,67
-,-,banpt-1679,-,-,ILMU BIOMEDIS,BIOMEDIS,S1,BAIK,527
-,-,banpt-1679,-,-,BIOTEKNOLOGI,BIOTEKNOLOGI,S1,BAIK,527
-,-,banpt-1679,-,-,HUKUM,HUKUM,S1,TERAKREDITASI SEMENTARA,527
-,-,banpt-1679,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,TERAKREDITASI SEMENTARA,527
-,-,banpt-1679,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK,527
-,-,banpt-1679,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK,527
-,-,banpt-387,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,BAIK SEKALI,456
-,-,banpt-387,-,-,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,BAIK SEKALI,456
-,-,banpt-387,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI,456
-,-,banpt-387,-,-,PENDIDIKAN MASYARAKAT,MASYARAKAT,S1,UNGGUL,456
-,-,banpt-387,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,UNGGUL,456
-,-,banpt-1618,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK,474
-,-,banpt-1618,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK,474
-,-,banpt-1618,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK,474
-,-,banpt-1332,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK,1242
-,-,banpt-1332,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK,1242
-,-,banpt-1332,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,1242
-,-,banpt-1332,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK,1242
-,-,banpt-3078,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI,558
-,-,banpt-3078,-,-,ILMU GIZI,GIZI,S1,BAIK SEKALI,558
-,-,banpt-3078,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK,558
-,-,banpt-3078,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI,558
-,-,banpt-120,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,BAIK,191
-,-,banpt-120,-,-,GIZI,GIZI,S1,BAIK,191
-,-,banpt-120,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK,191
-,-,banpt-1035,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,BAIK,1416
-,-,banpt-1035,-,-,FARMASI,FARMASI,S1,BAIK,1416
-,-,banpt-1035,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,1416
-,-,banpt-1035,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK,1416
-,-,banpt-1035,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK,1416
-,-,banpt-1035,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK,1416
-,-,banpt-1418,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,202
-,-,banpt-1418,-,-,TEKNIK LINGKUNGAN,LINGKUNGAN,S1,BAIK,202
-,-,banpt-470,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK SEKALI,135
-,-,banpt-470,-,-,FARMASI,FARMASI,S1,BAIK SEKALI,135
-,-,banpt-470,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI,135
-,-,banpt-470,-,-,KEDOKTERAN,KEDOKTERAN,S1,BAIK,135
-,-,banpt-470,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,135
-,-,banpt-470,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,UNGGUL,135
-,-,banpt-2185,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,B,102
-,-,banpt-2185,-,-,FARMASI,FARMASI,S1,BAIK SEKALI,102
-,-,banpt-2185,-,-,FISIOTERAPI,FISIOTERAPI,S1,BAIK,102
-,-,banpt-2185,-,-,GIZI,GIZI,S1,C,102
-,-,banpt-2185,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK,102
-,-,banpt-2185,-,-,KEDOKTERAN,KEDOKTERAN,S1,BAIK,102
-,-,banpt-2185,-,-,KEDOKTERAN GIGI,KEDOKTERAN GIGI,S1,BAIK,102
-,-,banpt-2185,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,102
-,-,banpt-2185,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,B,102
-,-,banpt-2185,-,-,PSIKOLOGI,PSIKOLOGI,S1,BAIK,102
-,-,banpt-2360,-,-,ILMU GIZI,GIZI,S1,BAIK SEKALI,322
-,-,banpt-2360,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,322
-,-,banpt-2360,-,-,ILMU KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI,322
quipper-353,-,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,-,403
-,-,banpt-3093,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,C,403
quipper-353,-,-,-,FARMASI,FARMASI,FARMASI,S1,-,403
quipper-353,-,-,-,ILMU GIZI,GIZI,GIZI,S1,-,403
quipper-353,-,banpt-3093,-,KESEHATAN LINGKUNGAN,KESEHATAN LINGKUNGAN,KESEHATAN LINGKUNGAN,S1,B,403
quipper-353,-,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,-,403
quipper-353,-,banpt-3093,-,PSIKOLOGI,PSIKOLOGI,PSIKOLOGI,S1,BAIK,403
-,-,banpt-627,-,-,FARMASI,FARMASI,S1,BAIK SEKALI,68
-,-,banpt-627,-,-,FISIOTERAPI,FISIOTERAPI,S1,BAIK SEKALI,68
-,-,banpt-627,-,-,GIZI,GIZI,S1,BAIK SEKALI,68
-,-,banpt-627,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI,68
-,-,banpt-627,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,68
-,-,banpt-627,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,UNGGUL,68
-,-,banpt-1991,-,-,FARMASI,FARMASI,S1,BAIK SEKALI,174
-,-,banpt-1991,-,-,GIZI,GIZI,S1,TERAKREDITASI UNGGUL,174
-,-,banpt-1991,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI,174
-,-,banpt-1991,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,UNGGUL,174
-,-,banpt-2860,-,-,GIZI,GIZI,S1,C,519
-,-,banpt-2860,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK,519
-,-,banpt-2860,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,519
-,-,banpt-2860,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI,519
-,-,banpt-29,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,BAIK,290
-,-,banpt-29,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK,290
-,-,banpt-29,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,B,290
-,-,banpt-242,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK,315
-,-,banpt-1281,-,-,TEKNIK MESIN,MESIN,S1,BAIK,1484
-,-,banpt-1281,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK,1484
-,-,banpt-1569,-,-,ARSITEKTUR,ARSITEKTUR,S1,BAIK,438
-,-,banpt-1569,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK,438
-,-,banpt-1569,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,TERAKREDITASI SEMENTARA,438
-,-,banpt-1569,-,-,ILMU KOMPUTER,KOMPUTER,S1,BAIK,438
-,-,banpt-1569,-,-,PERENCANAAN WILAYAH DAN KOTA,PERENCANAAN WILAYAH KOTA,S1,BAIK,438
-,-,banpt-1348,-,-,ILMU PERIKANAN,PERIKANAN,S1,BAIK,829
-,-,banpt-1348,-,-,ILMU PERTANIAN,PERTANIAN,S1,BAIK,829
-,-,banpt-1348,-,-,PETERNAKAN,PETERNAKAN,S1,BAIK,829
-,-,banpt-1161,-,-,ILMU ADMINISTRASI NEGARA,ADMINISTRASI NEGARA,S1,BAIK,485
-,-,banpt-1161,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK,485
-,-,banpt-1161,-,-,KEWIRAUSAHAAN,KEWIRAUSAHAAN,S1,BAIK,485
-,-,banpt-629,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK,117
-,-,banpt-629,-,-,KEWIRAUSAHAAN,KEWIRAUSAHAAN,S1,BAIK,117
-,-,banpt-629,-,-,PARIWISATA,PARIWISATA,S1,UNGGUL,117
-,-,banpt-2133,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK,113
-,-,banpt-2133,-,-,KEWIRAUSAHAAN,KEWIRAUSAHAAN,S1,BAIK,113
-,-,banpt-2133,-,-,PARIWISATA,PARIWISATA,S1,UNGGUL,113
quipper-69,-,banpt-2936,-,SARJANA,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK,938
quipper-69,-,-,-,SARJANA,PENDIDIKAN TEKNOLOGI INFORMASI DAN KOMUNIKASI,ILMU KOMUNIKASI,S1,-,938
-,-,banpt-2936,-,-,PENDIDIKAN TEKNIK INFORMATIKA DAN KOMPUTER,INFORMATIKA,S1,BAIK,938
quipper-69,-,banpt-2936,-,SARJANA,SASTRA INGGRIS,SASTRA INGGRIS,S1,B,938
quipper-69,-,banpt-2936,-,SARJANA,SASTRA JEPANG,SASTRA JEPANG,S1,B,938
-,-,banpt-3825,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,UNGGUL,778
-,-,banpt-3825,-,-,PENDIDIKAN FISIKA,FISIKA,S1,BAIK SEKALI,778
-,-,banpt-3825,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,UNGGUL,778
-,-,banpt-3825,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,UNGGUL,778
-,-,banpt-3825,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,UNGGUL,778
-,-,banpt-3825,-,-,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,PENGETAHUAN SOSIAL,S1,UNGGUL,778
-,-,banpt-3825,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK SEKALI,778
-,-,banpt-3825,-,-,PENDIDIKAN TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,UNGGUL,778
-,-,banpt-2664,-,-,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,BAIK,195
